Код зоны;Зона;ИД ячейки;Ячейка;Директория;ШК
Main;Основной склад;1643;Г-С26-1;Г-С26-1->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000016430001
Main;Основной склад;1644;Г-С26-2;Г-С26-2->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000016440001
Main;Основной склад;1645;Г-С26-3;Г-С26-3->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000016450001
Main;Основной склад;1646;Г-С26-4;Г-С26-4->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000016460001
Main;Основной склад;3641;Г-С26-5;Г-С26-5->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000036410001
Main;Основной склад;3642;Г-С26-6;Г-С26-6->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000036420001
Main;Основной склад;3643;Г-С26-7;Г-С26-7->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000036430001
Main;Основной склад;3644;Г-С26-8;Г-С26-8->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000036440001
Main;Основной склад;3645;Г-С26-9;Г-С26-9->Г-С26->Г->ОСНОВНОЙ СКЛАД;STL000036450001
Main;Основной склад;1543;Г-С27;Г-С27->Г->ОСНОВНОЙ СКЛАД->;STL000015430001
Main;Основной склад;1647;Г-С27-1;Г-С27-1->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000016470001
Main;Основной склад;1648;Г-С27-2;Г-С27-2->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000016480001
Main;Основной склад;1649;Г-С27-3;Г-С27-3->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000016490001
Main;Основной склад;1650;Г-С27-4;Г-С27-4->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000016500001
Main;Основной склад;3646;Г-С27-5;Г-С27-5->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000036460001
Main;Основной склад;3647;Г-С27-6;Г-С27-6->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000036470001
Main;Основной склад;3648;Г-С27-7;Г-С27-7->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000036480001
Main;Основной склад;3649;Г-С27-8;Г-С27-8->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000036490001
Main;Основной склад;3650;Г-С27-9;Г-С27-9->Г-С27->Г->ОСНОВНОЙ СКЛАД;STL000036500001
Main;Основной склад;1544;Г-С28;Г-С28->Г->ОСНОВНОЙ СКЛАД->;STL000015440001
Main;Основной склад;1652;Г-С28-1;Г-С28-1->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000016520001
Main;Основной склад;1653;Г-С28-2;Г-С28-2->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000016530001
Main;Основной склад;1654;Г-С28-3;Г-С28-3->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000016540001
Main;Основной склад;1655;Г-С28-4;Г-С28-4->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000016550001
Main;Основной склад;3651;Г-С28-5;Г-С28-5->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000036510001
Main;Основной склад;3652;Г-С28-6;Г-С28-6->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000036520001
Main;Основной склад;3653;Г-С28-7;Г-С28-7->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000036530001
Main;Основной склад;3654;Г-С28-8;Г-С28-8->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000036540001
Main;Основной склад;3655;Г-С28-9;Г-С28-9->Г-С28->Г->ОСНОВНОЙ СКЛАД;STL000036550001
Main;Основной склад;1545;Г-С29;Г-С29->Г->ОСНОВНОЙ СКЛАД->;STL000015450001
Main;Основной склад;1656;Г-С29-1;Г-С29-1->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000016560001
Main;Основной склад;1657;Г-С29-2;Г-С29-2->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000016570001
Main;Основной склад;1658;Г-С29-3;Г-С29-3->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000016580001
Main;Основной склад;1659;Г-С29-4;Г-С29-4->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000016590001
Main;Основной склад;3656;Г-С29-5;Г-С29-5->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000036560001
Main;Основной склад;3657;Г-С29-6;Г-С29-6->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000036570001
Main;Основной склад;3658;Г-С29-7;Г-С29-7->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000036580001
Main;Основной склад;3659;Г-С29-8;Г-С29-8->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000036590001
Main;Основной склад;3660;Г-С29-9;Г-С29-9->Г-С29->Г->ОСНОВНОЙ СКЛАД;STL000036600001
Main;Основной склад;1546;Г-С30;Г-С30->Г->ОСНОВНОЙ СКЛАД->;STL000015460001
Main;Основной склад;1660;Г-С30-1;Г-С30-1->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000016600001
Main;Основной склад;1661;Г-С30-2;Г-С30-2->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000016610001
Main;Основной склад;1662;Г-С30-3;Г-С30-3->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000016620001
Main;Основной склад;1663;Г-С30-4;Г-С30-4->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000016630001
Main;Основной склад;3661;Г-С30-5;Г-С30-5->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000036610001
Main;Основной склад;3662;Г-С30-6;Г-С30-6->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000036620001
Main;Основной склад;3663;Г-С30-7;Г-С30-7->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000036630001
Main;Основной склад;3664;Г-С30-8;Г-С30-8->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000036640001
Main;Основной склад;3665;Г-С30-9;Г-С30-9->Г-С30->Г->ОСНОВНОЙ СКЛАД;STL000036650001
Main;Основной склад;1547;Г-С31;Г-С31->Г->ОСНОВНОЙ СКЛАД->;STL000015470001
Main;Основной склад;139499;Г-С31-5;Г-С31-5->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL001394990001
Main;Основной склад;139500;Г-С31-6;Г-С31-6->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL001395000001
Main;Основной склад;139501;Г-С31-7;Г-С31-7->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL001395010001
Main;Основной склад;139502;Г-С31-8;Г-С31-8->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL001395020001
Main;Основной склад;139503;Г-С31-9;Г-С31-9->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL001395030001
Main;Основной склад;1664;Г-С31-1;Г-С31-1->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL000016640001
Main;Основной склад;1665;Г-С31-2;Г-С31-2->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL000016650001
Main;Основной склад;1666;Г-С31-3;Г-С31-3->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL000016660001
Main;Основной склад;1667;Г-С31-4;Г-С31-4->Г-С31->Г->ОСНОВНОЙ СКЛАД;STL000016670001
Main;Основной склад;1548;Г-С32;Г-С32->Г->ОСНОВНОЙ СКЛАД->;STL000015480001
Main;Основной склад;139504;Г-С32-5;Г-С32-5->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL001395040001
Main;Основной склад;139505;Г-С32-6;Г-С32-6->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL001395050001
Main;Основной склад;139506;Г-С32-7;Г-С32-7->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL001395060001
Main;Основной склад;139507;Г-С32-8;Г-С32-8->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL001395070001
Main;Основной склад;139508;Г-С32-9;Г-С32-9->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL001395080001
Main;Основной склад;1668;Г-С32-1;Г-С32-1->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL000016680001
Main;Основной склад;1669;Г-С32-2;Г-С32-2->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL000016690001
Main;Основной склад;1670;Г-С32-3;Г-С32-3->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL000016700001
Main;Основной склад;1671;Г-С32-4;Г-С32-4->Г-С32->Г->ОСНОВНОЙ СКЛАД;STL000016710001
Main;Основной склад;1549;Г-С33;Г-С33->Г->ОСНОВНОЙ СКЛАД->;STL000015490001
Main;Основной склад;139509;Г-С33-5;Г-С33-5->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL001395090001
Main;Основной склад;139510;Г-С33-6;Г-С33-6->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL001395100001
Main;Основной склад;139511;Г-С33-7;Г-С33-7->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL001395110001
Main;Основной склад;139512;Г-С33-8;Г-С33-8->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL001395120001
Main;Основной склад;139513;Г-С33-9;Г-С33-9->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL001395130001
Main;Основной склад;1672;Г-С33-1;Г-С33-1->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL000016720001
Main;Основной склад;1673;Г-С33-2;Г-С33-2->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL000016730001
Main;Основной склад;1674;Г-С33-3;Г-С33-3->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL000016740001
Main;Основной склад;1675;Г-С33-4;Г-С33-4->Г-С33->Г->ОСНОВНОЙ СКЛАД;STL000016750001
Main;Основной склад;1550;Г-С34;Г-С34->Г->ОСНОВНОЙ СКЛАД->;STL000015500001
Main;Основной склад;139514;Г-С34-5;Г-С34-5->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL001395140001
Main;Основной склад;139515;Г-С34-6;Г-С34-6->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL001395150001
Main;Основной склад;139516;Г-С34-7;Г-С34-7->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL001395160001
Main;Основной склад;139517;Г-С34-8;Г-С34-8->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL001395170001
Main;Основной склад;139518;Г-С34-9;Г-С34-9->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL001395180001
Main;Основной склад;1676;Г-С34-1;Г-С34-1->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL000016760001
Main;Основной склад;1677;Г-С34-2;Г-С34-2->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL000016770001
Main;Основной склад;1678;Г-С34-3;Г-С34-3->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL000016780001
Main;Основной склад;1679;Г-С34-4;Г-С34-4->Г-С34->Г->ОСНОВНОЙ СКЛАД;STL000016790001
Main;Основной склад;1551;Г-С35;Г-С35->Г->ОСНОВНОЙ СКЛАД->;STL000015510001
Main;Основной склад;139519;Г-С35-5;Г-С35-5->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL001395190001
Main;Основной склад;139520;Г-С35-6;Г-С35-6->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL001395200001
Main;Основной склад;139521;Г-С35-7;Г-С35-7->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL001395210001
Main;Основной склад;139522;Г-С35-8;Г-С35-8->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL001395220001
Main;Основной склад;139523;Г-С35-9;Г-С35-9->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL001395230001
Main;Основной склад;1680;Г-С35-1;Г-С35-1->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL000016800001
Main;Основной склад;1681;Г-С35-2;Г-С35-2->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL000016810001
Main;Основной склад;1682;Г-С35-3;Г-С35-3->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL000016820001
Main;Основной склад;1683;Г-С35-4;Г-С35-4->Г-С35->Г->ОСНОВНОЙ СКЛАД;STL000016830001
Main;Основной склад;1552;Г-С36;Г-С36->Г->ОСНОВНОЙ СКЛАД->;STL000015520001
Main;Основной склад;139524;Г-С36-5;Г-С36-5->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL001395240001
Main;Основной склад;139525;Г-С36-6;Г-С36-6->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL001395250001
Main;Основной склад;139526;Г-С36-7;Г-С36-7->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL001395260001
Main;Основной склад;139527;Г-С36-8;Г-С36-8->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL001395270001
Main;Основной склад;139528;Г-С36-9;Г-С36-9->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL001395280001
Main;Основной склад;1684;Г-С36-1;Г-С36-1->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL000016840001
Main;Основной склад;1685;Г-С36-2;Г-С36-2->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL000016850001
Main;Основной склад;1686;Г-С36-3;Г-С36-3->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL000016860001
Main;Основной склад;1687;Г-С36-4;Г-С36-4->Г-С36->Г->ОСНОВНОЙ СКЛАД;STL000016870001
Main;Основной склад;1553;Г-С37;Г-С37->Г->ОСНОВНОЙ СКЛАД->;STL000015530001
Main;Основной склад;139529;Г-С37-5;Г-С37-5->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL001395290001
Main;Основной склад;139530;Г-С37-6;Г-С37-6->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL001395300001
Main;Основной склад;139531;Г-С37-7;Г-С37-7->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL001395310001
Main;Основной склад;139532;Г-С37-8;Г-С37-8->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL001395320001
Main;Основной склад;139533;Г-С37-9;Г-С37-9->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL001395330001
Main;Основной склад;1688;Г-С37-1;Г-С37-1->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL000016880001
Main;Основной склад;1689;Г-С37-2;Г-С37-2->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL000016890001
Main;Основной склад;1690;Г-С37-3;Г-С37-3->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL000016900001
Main;Основной склад;1691;Г-С37-4;Г-С37-4->Г-С37->Г->ОСНОВНОЙ СКЛАД;STL000016910001
Main;Основной склад;1554;Г-С38;Г-С38->Г->ОСНОВНОЙ СКЛАД->;STL000015540001
Main;Основной склад;139534;Г-С38-5;Г-С38-5->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL001395340001
Main;Основной склад;139535;Г-С38-6;Г-С38-6->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL001395350001
Main;Основной склад;139536;Г-С38-7;Г-С38-7->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL001395360001
Main;Основной склад;139537;Г-С38-8;Г-С38-8->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL001395370001
Main;Основной склад;139538;Г-С38-9;Г-С38-9->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL001395380001
Main;Основной склад;1692;Г-С38-1;Г-С38-1->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL000016920001
Main;Основной склад;1693;Г-С38-2;Г-С38-2->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL000016930001
Main;Основной склад;1694;Г-С38-3;Г-С38-3->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL000016940001
Main;Основной склад;1695;Г-С38-4;Г-С38-4->Г-С38->Г->ОСНОВНОЙ СКЛАД;STL000016950001
Main;Основной склад;1555;Г-С39;Г-С39->Г->ОСНОВНОЙ СКЛАД->;STL000015550001
Main;Основной склад;139539;Г-С39-5;Г-С39-5->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL001395390001
Main;Основной склад;139540;Г-С39-6;Г-С39-6->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL001395400001
Main;Основной склад;139541;Г-С39-7;Г-С39-7->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL001395410001
Main;Основной склад;139542;Г-С39-8;Г-С39-8->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL001395420001
Main;Основной склад;139543;Г-С39-9;Г-С39-9->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL001395430001
Main;Основной склад;1696;Г-С39-1;Г-С39-1->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL000016960001
Main;Основной склад;1697;Г-С39-2;Г-С39-2->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL000016970001
Main;Основной склад;1698;Г-С39-3;Г-С39-3->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL000016980001
Main;Основной склад;1699;Г-С39-4;Г-С39-4->Г-С39->Г->ОСНОВНОЙ СКЛАД;STL000016990001
Main;Основной склад;1556;Г-С40;Г-С40->Г->ОСНОВНОЙ СКЛАД->;STL000015560001
Main;Основной склад;139544;Г-С40-5;Г-С40-5->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL001395440001
Main;Основной склад;139545;Г-С40-6;Г-С40-6->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL001395450001
Main;Основной склад;139546;Г-С40-7;Г-С40-7->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL001395460001
Main;Основной склад;139547;Г-С40-8;Г-С40-8->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL001395470001
Main;Основной склад;139548;Г-С40-9;Г-С40-9->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL001395480001
Main;Основной склад;1700;Г-С40-1;Г-С40-1->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL000017000001
Main;Основной склад;1701;Г-С40-2;Г-С40-2->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL000017010001
Main;Основной склад;1702;Г-С40-3;Г-С40-3->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL000017020001
Main;Основной склад;1703;Г-С40-4;Г-С40-4->Г-С40->Г->ОСНОВНОЙ СКЛАД;STL000017030001
Main;Основной склад;1557;Г-С41;Г-С41->Г->ОСНОВНОЙ СКЛАД->;STL000015570001
Main;Основной склад;139549;Г-С41-5;Г-С41-5->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL001395490001
Main;Основной склад;139550;Г-С41-6;Г-С41-6->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL001395500001
Main;Основной склад;139551;Г-С41-7;Г-С41-7->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL001395510001
Main;Основной склад;139552;Г-С41-8;Г-С41-8->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL001395520001
Main;Основной склад;139553;Г-С41-9;Г-С41-9->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL001395530001
Main;Основной склад;1704;Г-С41-1;Г-С41-1->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL000017040001
Main;Основной склад;1705;Г-С41-2;Г-С41-2->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL000017050001
Main;Основной склад;1706;Г-С41-3;Г-С41-3->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL000017060001
Main;Основной склад;1707;Г-С41-4;Г-С41-4->Г-С41->Г->ОСНОВНОЙ СКЛАД;STL000017070001
Main;Основной склад;1558;Г-С42;Г-С42->Г->ОСНОВНОЙ СКЛАД->;STL000015580001
Main;Основной склад;139554;Г-С42-5;Г-С42-5->Г-С42->Г->ОСНОВНОЙ СКЛАД;STL001395540001
